userid,username,age,gender,location,city,state,title,about_me,reasons,inspirations,friends_count
7376,PRMinx,33.0,Female,"Annapolis, MD",Annapolis,MD,"Calm in quietude is not real calm. When you can be calm in the midst of activity, this is the true state of nature. -Huanchu Daoren","**I will not accept friend requests without a note. Notes are polite. **  Several years ago, when I was down and out and in the worst shape of my life, I joined MFP with five main goals:   1. To run for a full 45 minutes without stopping! 2. To look great in my old wardrobe 3. To feel young, energized and sexy.  4. To run a Tough Mudder. 5. To get back to good: http://www.myfitnesspal.com/blog/Paige682  I also have another blog, www.livebreathehappy.com.   Since then, I've crossed all five goals off my list. Now I want to keep it going.   I'm not into packaged foods....wait...who am I kidding. Let's try that again. I aim to cook from scratch more often than not. I love a good vegetable. I am most certainly a carnivore. My kitchen is my happy place.   I'm a total CrossFit junkie. Would love to connect! I'll trade recipes for WOD tips :-)  Goals as of 3/24/2015  Front Squat 150# Back Squat 175# Deadlift 205# OHP (no jerk) 75# Snatch 80# Clean 135# Clean and jerk 115# Split Jerk 115#  Chest to Bar pullup Hand Stand Pushup (Standards level) Muscle Up  Fran full Rx sub 9 minutes","It's easier to stay in shape then to start from square one. I've worked hard to get where I am today and now I want to stay here.   One Tough Mudder down, more to come.",To be healthy physically and spiritually; To set goals and see them through; To inspire and be inspired,132
2204,ddunk,45.0,Male,"Oklahoma City, OK",Oklahoma City,OK,Never eat more than you can lift,This time I am going to stop this weight gain train and kick it into reverse.   I am a computer tech that sits all day behind this keyboard.   I have added walking for at least 3 miles a day at lunch to my daily routine.  Changed my eating habits during the day and started going to the gym.  Liking the changes I am seeing in my body just ready to see more changes.,"I want to have energy and stop being a slug bug.  I am tried all the time, I need energy so I can go play golf and do the things I like.  2015 Goals 1.) Get down to 180lbs 2.) Run a full 5K no walking 3.) Be in the best shape of my life",Energy; Get of High Blood Pressure meds; Buy a wardrobe that fits and looks good,132
5198,LeahMaria26,28.0,Female,"Melbourne, VI",Melbourne,VI,Little Leah wants to be Little-er,"After high school I gradually stacked on the weight, I’d tried plenty of diets, pills, fads but never really stuck to any of them. After a holiday with the girls (drinking every night, and overindulging to the max) I finally jumped on the scales and saw 73kg looking back at me, I was pretty shocked how much I let myself go. The same day I downloaded MyFitnessPal and started counting calories, I also read through the forums and starting educating myself on nutrition.   The quote that changed my thinking was “it takes 4 weeks for you to notice, 8 weeks for your friends to notice, and 12 weeks for everyone else to notice” I had always given up after about two weeks, so this motivated me to keep going. This quote proved true, literally to the day! On my 12th week a colleague stopped me in the hall and said “have you lost weight?!” and I could not stop smiling. After about a year (with a few “breaks”) I lost 10kg.   I was struggling to lose the last few kilos and saw a naturopath who encouraged me to try low carb dieting and that helped me lose an additional 3kg. I would still like to lose about 5kg and consider low carb my new way of eating rather than a diet.",To feel better and look better,My skinny Mum; To feel comfortable,132
8012,Scott_2025,58.0,Male,"Southern, IL",Southern,IL,A work in progress,"I have not put any information on my profile since I joined here.  Since I have been a member since Feb 4, 2013, I decided it was time to post something.  I am 56, married and we have two grown children.  I have logged in every day, worked hard to eat a bit more healthy (that is code for eating less), and move more (code for burn more calories).  I have been successful, but have been frustrated many times.  Plateaus do happen.  And I have experienced three in my first 8 months here.  I would never have believed plateaus happen, but they do.  Persevere and it will go away.","I was just tired of carrying around so much extra weight every where I went.  I often joked that my exercise was dragging my fat every where I went.  I still have a long way to go, but am confident I will get there.    And, many thinks to my friends on here.  I have made some nice friendships while on this journey and appreciate every one of them.",I needed to!!!!!,131
473,amypomm,36.0,Female,"Troy, MI",Troy,MI,Do or do not there is no try.,Im a mom of a 7 year old daughter.,So I can run and play and keep up.,I want to live a long time; feel good; wear my old clothing again; wear a bathing suit,131
1291,caitconquersweight,27.0,Female,"Clemmons, NC",Clemmons,NC,,My name is Cait. I'm 26 and a mom. I started at 294 in 2011. I yoyo dieted here and there until I finally started to get serious in January 2014. I came back to MFP at 255. I hit my first goal of 200 on 11/21/14. My final goal is 150!,"I'm not getting any younger! I want to enjoy my 20s, 30s, and beyond.","People who lose 100+ pounds the healthy way; Pretty, pretty dresses; My kid",131
5998,melissarina,31.0,Female,"Melbourne, VI",Melbourne,VI,There's a healthy person hiding in here somewhere!,Hello world!  Currently I'm trying a month of keto to see if a) it works for me and b) I can fit it in my lifestyle  Keto started: 01-March-2015,,"Living a long, happy life with my husband; Look good for the next decade of my life; Avoid diabeetus",131
7445,qzisue,49.0,Female,"Sanger, TX",Sanger,TX,Low Carb Ladybug,"I began my Low-Carb Journey in June of 2007.  I have regained my health and have lost over 200 pounds.  I am still a work in progress and know I will get to my final goal.  I know that I am on a journey not a race.  I try to be an inspiration to others, through my Low Carb Ladybug FB page and newsletter.","To be healthy and live a long, happy life.","All my low carb friends!; For my husband & to help him get off insulin!; Update, my husband passed away Jan 13.; I have not let his passing be an excuse to go back to my old habits",130
8003,ScientificExplorerGirl,51.0,Female,,,,I'm doing what it takes to get the job done.,"If you send me a fried request please include a message to let me know how we are connected.    ***************************************************************************  Progress+:  February 9, 2014  AllPro Beginners Weight Training Routine: After Round 1 Weight: -7.2 pounds Waist: -2 inches Belly:  -2.5 inches Hips: -3 inches Thigh: -1 inch Calf: -0.25 inches  March 9, 2014  AllPro Beginners Weight Training Routine: After Round 2 Weight: -8.2 pounds Waist: -2 inches Belly:  -2.5 inches Hips: -3 inches Thigh: -1.5 inch Calf: -0.5 inches  May 16, 2014 AllPro Beginners Weight Training Routine: After Round 4 Weight: -12.2 pounds Waist: -2 inches Belly:  -2.5 inches Hips: -4 inches Thigh: -2 inch Calf: -0.5 inches  +Total loss (Starting from January 5, 2014)  *************************************************************************** November 21, 2014 Started SL 5 x 5  December 21, 2014 (One month in): Squats 5 x 5 @55 lbs Overhead Press 5 x 5 @50 lbs Row 5 x 5 @45 lbs Bench Press 5 x 5 @45 lbs Deadlift 1 x 5 @90 lbs  Not great, but overall progress! I will check in again next month.  February 20, 2015 SL 5x5 3 Month Check-in: Squats 5 x 5 @105 lbs Overhead Press 5 x 5 @50 lbs Row 5 x 5 @70 lbs Bench Press 5 x 5 @60 lbs Deadlift 1 x 5 @90 lbs  At 3 months in I am progressing very slowly in OHP and Deadlift (back issues) all else is going well.  Goals for 2015: 1. Continue in SL 5x5     Specifics:     Squat Bodywight (145)     Deadlift Bodyweight      2. Do 1 pullup     Started Scooby's progression 12/26/2014     Chinup Walk the Plank  3. Do 10 pullups  4. Bike 100 miles in one go","Important Stuff To Always Remember:  http://www.myfitnesspal.com/topics/show/1080242-a-guide-to-get-you-started-on-your-path-to-sexypants?page=11  http://www.myfitnesspal.com/topics/show/974888-in-place-of-a-road-map-2k13  http://evidencemag.com/calories-count/   http://www.myfitnesspal.com/topics/show/1167386-review-of-dietary-protein-during-caloric-restriction?hl=1.1-1.4+g%2Flb+protein   http://www.myfitnesspal.com/topics/show/1234699-logging-accurately-step-by-step-guide   Goals for 2014:  Fitness All Pro Strength Workout Routine  Run for Women 10K Run Date: May 11, 2014 Completed! Time: 72:01  Registered for Duathlon Date: August 24, 2014  Ride the Rideau--100 km Charity Bike Ride for Cancer Research Date: September 7, 2014  Fall Colours 10K Run October 12, 2014  Gardening Raise low spots in garden Keep up with weeding this year Plant more roses :)",My husband - so we can grow old and healthy together; My mother,130
476,amysj303,39.0,Female,"Denver, CO",Denver,CO,The secret to getting ahead is getting started,"**please send message with friend requests, only accepting female friends** I used to be skinny without even trying, but when I quit smoking the pounds started to creep on, and I found MFP, then on MFP I found lots of programs but just getting heavier",I want to be stronger and leaner. I see how strength training is age-defying. I like trying new programs and switching things up.,MFPs!; visible abs would be awesome!,129
4781,KimWW,42.0,Female,"Plano, TX",Plano,TX,Delightfully Eccentric,"Loving Wife, Homeschool Mom, Writer, Recovering Food Addict",There are a lot of old people.  There are a lot of fat people. There are not a lot of old fat people.,I can do this!; I do not have to keep living this way.; I am not afraid of vegetables.,129
9495,vegkitten,28.0,Female,"Fresno, CA",Fresno,CA,Finally Trying To Get and Stay Healthy,"Hello! My name is Candi. I'm 27 years old, 5'5"", and I weigh 108 pounds. I've been a vegan for about five years. I'm currently trying to gain weight in a HEALTHY way and have only just started on this journey. I'm a bit of a cardio bunny, but I'm trying to incorporate more strength training to meet my goal of 115 to 120 pounds with a 14% body fat.  A few more things about me: I have three little boys (9, 8, and 4), and they keep me really busy. I work for the local housing authority which also keeps me busy (i.e. little time to get to the gym). My boyfriend is trying to get in shape, so I'm helping him become more active, eat better, and cut out those damn smokes","I've lost a lot of weight recently from stress, so I'm looking to put on some muscle to balance out my physique and get in better shape and increase my energy level.",Staying healthy for my kids; Getting strong; Helping my boyfriend get in shape; Being more comfortable in my own skin,128
6019,melodymay67,48.0,Female,"Bronson, FL",Bronson,FL,,,,,128
5397,LisaH1967,48.0,Female,"Fairman, IL",Fairman,IL,Wanting to make myself happy,47 year old female. Married with one daughter.,To be healthy and happy.  I want to be someone I'm proud of.,I want to get back into the jeans I used to wear.; My MPF family!!  Luv you all!,128
6240,missyjane824,35.0,Female,"Goodview, MN",Goodview,MN,,Feel free to add me. Include a message - that's cool. Don't include a message - that's cool too.  I'm not going to deny you my friendship because you couldn't think of anything good to say. :)  I'm a connoisseur of soups and pop tarts.  If you have a question about either I'm here to help.,"I'm vain and I want to look effing awesome.  Maybe to be healthy too.  And clothes. I love shopping now more than ever.    I lift heavy and I love feeling and looking strong.  I'll never look thin so I might as well look and be strong.  Also, I want to learn to eat intuitively. When the zombie apocalypse arrives MFP won't be around to help me.",size 4 pants; whatever is below size 4; visible abs; other visible muscles,128
9031,thebags,65.0,Female,"Pottstown, PA",Pottstown,PA,OMG ... My neck is back!!!,"Start Date: December 23, 2011  Why ""thebags""? ... Because my husband, our 2 children and myself all share the same initials B.A.G. so we really are the bags or the original BG's depending on how you look at it.  Hi ... my name is Barb.  I am married to the love of my life. We got married on Valentines Day 1970. We have 2 children, and 5 grandchildren.  I love to cook and therefore love to eat ... therein lies the problem.  HOWEVER ... I have learned to adjust my recipes by removing half of the starches and fats and adding lots of vegetables. It's surprising how easy it was to do and amazing how great it works ... AND ... it tastes great too.  Some of my recipes can be found on the recipe page of my website at http://thebags.tripod.com _________________________________________ Wednesday ~ February 13, 2013 ~ I've been doing this for 13½ months and I had my check-up this morning. Dr. Henwood was thrilled with my weight, blood pressure, glucose levels, EVERYTHING ... she said ""Did you lose all of this just by diet or do you exercise too?"" ... We had already talked about MyFitnessPal then I told her all about the facebook group Steps To Good Health and said that I try to walk 5 miles every day ... her eyes went wide and she said ""That's Great!!!"" ... then she told me to keep doing what I'm doing and just try to keep my weight where it is right now ... I told her I wanted to lose a little bit more and get down to 185 and she said that was okay ... then she hugged me tight and told me I was a wonderful person. I love my doctor!!!   Oh ... and she cut my diabetes meds in half. Now that's what I call progress!!!!!",I need to lose weight so I can get up and down from the floor more easily when playing with my grandchildren ... not to mention the running and chasing and laughing until my sides hurt.  •Feeling better. •Looking better. •Being proud to be me!!!,Many more year with my Family!!!; A healthier and happier me.; Smaller Sizes of Clothing.; Steps To Good Health at https://www.facebook.com/groups/STGH1/,128
6871,nill4me,48.0,Female,"Hollywood, SC",Hollywood,SC,Road Warrior,"ERP / IT Consultant.  On the road constantly, so I've been trying to find ways to bring a more healthy lifestyle on the road with me such as:  staying in hotels with a fridge/kitchenette so i can get my own fresh food, bringing copies of my zumba dvds with me on the road so i can work out doing something other waiting in line for the crappy hotel treadmill, going to bed at a decent hour, etc.  Lost my gallbladder after attempting a PSMF way of eating (Protein Sparing Modified Fast - read:  Super low fat starvation diet).  I was tired and cranky all the time...not to mention a zombie.  This was my own fault, as I took this diet to an extreme - borderline eating disorder.  Lesson learned...quite the price to pay.  I've become hypersensitive to carbohydrate and now avoid it like the black plague of death that it is, by adopting a nutritional ketosis way of eating.  It has allowed me to unchain and liberate myself from multiple meals per day.  I remain satisfied and focused, and I get to eat bacon.  I am wanting to eventually adopt a paleo / primal way of eating, but I need to really get this glucose under control, and the diet restrictions of keto help me stay cognizant at all times.  The introduction of Intermittent Fasting has been an eye opening experience for me in terms of both self-control and planned/timed cognizant food choice.  I was recently diagnosed with Mastocytosis (2014), so now I'm trying to figure out what the hell it is and what to do about it.    Every decision you make has an impact on your life and on the lives of those around you.  No one is in this alone.  I set an arbitrary goal weight o 145/150 - within the healthy weight range.  Actual final weight will be determined by overall health factors.  It might be more it might be less.  So thats 105lbs to lose.  egad.  Mini Milestones: 5% of goal weight lost - Reached July 2014 (250.23) 10% of goal weight lost - Reached - August 2014 (244.95) 25% of goal weight lost - Reached February 2015 (229.13) 50% of goal weight lost - 4.85 lbs to go  (202.75) 75% of goal weight lost - 31.22 lbs to go  (176.38) Final goal weight 57.6 lbs to go.   (150)  Why do I take all those supplements?  Quercetin with Bromelain - for mast cell stabilization - it is a natural bioflavonoid to help inhibit histamine release.  Helps with my mast cell disease.  L-carnitine - To assist / aid in overall mitochondrial function - which has probably been damaged along with everything else  Choline and inositol - To help with fat breakdown, cholesterol, and diabetic neuropathy - also to keep the brain sharp.  Rhodiola Rosea - To help with mood/stress - hopefully to keep that cortisol where it belongs.  Krill Oil - studies are showing it is more beneficial than commercial fish oil.    Studying the benefits of PQQ - to see if it has the potential to actual regenerate mitochondira- more to follow on that!  Meds: Synthroid - Hashimoto's chronic thyroiditis (autoimmune) Metformin - T2 autoimmune diabetes Gabapentin - I get twitchy - restless legs - this helps.  Listed every day, but only taken as needed, when i get the skin crawlies.","I'm 48, diabetic, hypothyroid, have mast cell disease....I'm an autoimmune train wreck.  Mainly, I'm tired, overweight, terribly unfit and uncomfortable in my own skin, and I want to change that.  I want to learn more about food as medicine.  I loathe taking medication.  I love being active...the inflammation, the aches, the pains the weight are all slowing me down.","Sexy is cool.; I want to feel good despite autoimmune disorders; I want to starve out disease and inflammation, not feed it with pills.; I want to be able to keep my husband young :-D",127
1351,capnrus789,38.0,Male,"Chicagoland, IL",Chicagoland,IL,They say beer will make you dumb.  It are go good with pizza.,"I'm 38 and have NOT struggled with my weight all my life.  I ate crap as a kid, mom and dad didn't help.  Don't want the kid to eat  crap?  Don't have it in the house.  I was big in grade school, middle school, and high school.  Never really tried anything to shed the pounds.  Went to college and dorm food got me, too.  Moved into my fraternity house and beer got me even worse.  I got up to 250 just before my last semester in college, then got serious about taking it off.  Weight Watchers worked, and I got down to 185. Kept the bulk of it off for quite awhile, too.  Marriage, a kid, and being lazy, I got back up to 205  and that scared me.  I promised I'd never be 200 again, and I failed.  Then I got down to 175 and was thrilled about it.  Now back up to 185 and not so thrilled.  Yo-yo dieting without actual ""dieting"" isn't very smart.  I need to be smarter.  ""Restarting"" my running: 10/7/15 - 5K in 34:26 10/11/15 - 5K in 34:29 10/14/15 - 5K in 31:18 10/25/15 - 5K in 30:45 11/1/15 - 5K in 33:42 (Mustache Dache) 11/4/15 - 5K in 29:39 11/7/15 - 5K in 31:10  Also...The Rus Bus.  Yup.",To do fun stuff and not get hurt doing it.  I'm really good at hurting myself.  I need to stop that.,A new bike; Not hurting,126
4221,Joseph_Mauer,50.0,Male,"Andover, MN",Andover,MN,Not sure how I got a 100 pounds over weight but  now that it is gone I am never going back there!!!!,Join me on Fitbit at         https://www.fitbit.com/user/37YQG2,I want to hang around long enough on this planet to enjoy my grandkids and future great grandkids   Ultimate Goal: Get under #197 and maintain it for two years (well forever but if I make it two years I should be able to maintain this weight  for a long long long time)  GOAL STARTED 3-21-2015   Goals:  Lose 5 pounds - completed Oct 2013  Get under #300 - completed Dec 2013 Get under #250 - completed May 2014 Get under #200 - completed Dec 2014  Have a normal BMI 18.5 to 24.99 -  completed March 2015  Fit in size 38 blue jeans- completed April 2014 Fit in size 36 blue jeans - completed June 2014 Fit in  size 33 blue jeans - completed March 2015  Go for a 30 mile bike ride - completed Aug 2014 Go for a 60 mile bike ride - completed Sept 2014 Ride 250 miles in a Month - complete July 2014 Ride 500 miles in a Month- completed Oct 2014 Ride 750 miles in a Month -completed June 2015 Go for a 100 mile bike ride- completed June 2015 Go for a 2 day 150 mile bike ride,family; feel better and feel better about myself; have more energy,126
3295,_HeartsOnFire_,38.0,Female,"Charlotte, NC",Charlotte,NC,Anchored something fierce,"***********************************************************************I'm sorry but I'm not accepting any new FR. My list has grown large and I like to keep active with them. So if you send one it will be declined, unless you're some kind of awesome…then it's iffy. *********************************************************************** There are no magic pills. Only hard work and dedication.   I am a constant work in progress. I have ups and downs. No matter what I keep at it. I don't believe in fad diets or quick fixes. I don't believe in detoxes or cleanses. I believe in being brutally honest, maybe with a touch of snark.   Be miserable. Or motivate yourself. Whatever has to be done, it's always your choice.    -Wayne Dyer  It's about moderation not deprivation. There are no good/bad foods, only bad eating habits. Do or do not, there is no try. You have to want it, you have to work for it, you have to realize that only you can do it.   One link for all of the links below: http://www.myfitnesspal.com/topics/show/1455850-new-here-have-questions-this-may-help  Read these: http://www.myfitnesspal.com/topics/show/1346163-change-your-mindset  http://www.myfitnesspal.com/blog/ihad/view/the-path-of-success-631437  http://www.myfitnesspal.com/topics/show/819925-the-basics-don-t-complicate-it  http://www.myfitnesspal.com/topics/show/1235566-so-you-re-new-here?hl=so+you%27re+new+here  http://www.myfitnesspal.com/topics/show/1080242-a-guide-to-get-you-started-on-your-path-to-sexypants  http://www.myfitnesspal.com/topics/show/872212-you-re-probably-eating-more-than-you-think  http://www.myfitnesspal.com/topics/show/1217573-so-you-want-to-start-running  http://www.myfitnesspal.com/topics/show/974888-in-place-of-a-road-map-2k13  TL:DR the link right above this one then ->http://www.myfitnesspal.com/topics/show/975025-in-place-of-a-road-map-short-n-sweet   Excuses??? http://www.nerdfitness.com/blog/2014/06/02/the-no-excuses-play-like-a-champion-challenge/  If you have 75+ lbs to lose 2 lbs/week is ideal  If you have 40-75 lbs to lose 1.5 lbs/week is ideal  If you have 25-40 lbs to lose 1 lbs/week is ideal  If you have 15 -25 lbs to lose 0.5 to 1.0 lbs/week is ideal  If you have less than 15 lbs to lose 0.5 lbs/week is ideal   Want to lift heavy things? http://www.nerdfitness.com/blog/2011/07/21/meet-staci-your-new-powerlifting-super-hero/  Stronglifts Summary  http://www.myfitnesspal.com/topics/show/560459-stronglifts-5x5-summary   Stronglifts Womens Group  http://www.myfitnesspal.com/groups/home/4601-stronglifts-5x5-for-women   I love lifting heavy things. I love kickboxing. I love running.  Goals: To re-start lifting heavy things [X] Stronglifts 3x5 Wk1 [X] Stronglifts 3x5 Wk2 [X] Stronglifts 3x5 Wk3 [] Stronglifts 3x5 Wk4 [] Stronglifts 3x5 Wk5 [] Stronglifts 3x5 Wk6 [] Stronglifts 3x5 Wk7 [] Deload Week [] Stronglifts 3x5 Wk8 [] Stronglifts 3x5 Wk9 [] Stronglifts 3x5 Wk10 [] Stronglifts 3x5 Wk11 [] Stronglifts 3x5 Wk12 [] Stronglifts 3x5 Wk13 [] Stronglifts 3x5 Wk14 [] Stronglifts 3x5 Wk15 [] Stronglifts 3x5 Wk16 [] Stronglifts 3x5 Wk17 [] Stronglifts 3x5 Wk18 [] Stronglifts 3x5 Wk19 [] Stronglifts 3x5 Wk20 []  Restart C25K [] Week 1  [] Week 2  [] Week 3  []  Restart Kickboxing  []   ROC Race 5k 2013 [X] ROC Race 5k 2014 [X]  Color Me Green 5k [X]  Zombies Run 2014 [X] Zombies Run 2015 []  I have the best FL on MFP. They inspire me every day to do better, be better and to keep at it. Even when I don't feel like it.    http://www.myfitnesspal.com/topics/show/926789-protein-sources","To get healthy, look good, have more confidence. To be able to lift heavy things!",My MFP Friends List - they are awesome. They inspire me every day to do better.; To look/feel better.; To start lifting heavy things.; To hit things harder.,126
5315,lilbearzmom,42.0,Female,"Lancaster, OH",Lancaster,OH,"I've missed more than 9000 shots in my career. I've lost almost 300 games. 26 times, I've been trusted to take the game winning shot and missed. I've failed over and over and over again in my life. And that is why I succeed. - Michael Jordan ","I am a 40-year-old mom, wife, and Respiratory Care Professional/Registered Respiratory Therapist.  I have battled my weight for my entire life.  Finally at 272 lbs I took control and had VSG.  I have lost 140 + pounds so far with diet and exercise and with the help of my sleeve.  Thanks for reading!",I want to make sure I am there for my son as he grows up.  I want to be able to put on a bathing suit with confidence.  I want to inspire others to make their lives better through weightloss and fitness.  I want to be there for my friends and offer as much support as I can.  I want to grow old with my husband.,"My son, who has autism.; Other VSG peeps.  They understand me better than anyone",126
1505,CeddysMum,52.0,Female,"Melbourne, Australia, VI",Melbourne,VI,Never Ever Give Up!!!,"If you send me a friend request, please add a note as I usually decline requests without one, thanks :)  Hi, I'm Astrid, I live in Australia, I'm widowed and 'mum' to a gorgeous featherbaby who's the apple of my eye :)  I struggled with being morbidly obese for many years. Since I found MFP, I have been able to get ALL that ""excess me"" off.  However, I quit smoking on April 7, 2015 and had an unrelated  beakdown shortly after which left me too ill to exercise or even cook healthily much of the time so I regained some weight which I'm now trying to re-lose wirhout stressing about it. Wish me luck :)  Some statistics: Height: 170 cm (uh, I think that's about 5ft7 - ?)  Starting date on MFP: 13 March 2013 SW:    118.2 kg (~ 260 lbs),  Starting BMI 40.9 = obese, class III (= morbidly obese)  (Updated 2015-08-01): Current stats: CW: 72.1kg (~ 158.95 lbs) = regain ca. 13 lbs :/ ) Total weight lost before. regaining (see above): 52 kg (= 114.6lbs) = about 44% of my starting weight lost : BMI:  ~25 (= ***healthy BMI!!!*** YAYYY!!!)  Goals:  UGW > 68.0 kg (~ >149.87 lbs), BMI < 25 (= healthy weight range)  My journey in mini goals (starting from 07 July 2013) and date achieved: - BMI < 35 (= down to obese, class I):  *21 July 2013* - <100 kg (~ 220 lbs) to see only 2 digit kg on the scales :): *27 July 2013* - >20 kg (>44 lbs) loss: *11 Aug 2013* - > 25 kg (~ 55 lbs) loss = HALFWAY MARK: ***22 Sep 2013 ***  - < 90.72 kg (~ 200 lbs) = Onederland: *13 Oct 2013* - < 90 kg (~ <198.36 lbs) *27 Oct 2013* - < 88.2 kg (~ <194.39 lbs) = 30 kg (~ 66.12 lbs) loss: *17 Nov 2013* - < 86.7 kg (~ <191.1 lbs) = BMI < 30 = overweight but no longer obese: ***01 Dec 2013*** - < 85 kg (~ < 187.34 lbs): *22 Dec 2013* - < 83.2kg (~ < 183.37 lbs) = 35 kg (~ 77.14) loss *02 Feb 2014* - < 80 kg (~ < 176.32 lbs) *23 Feb 2014* - < 78.2 kg (~ 172.5 lbs) = 40 kg (~ 88.16 lbs) loss *22 Mar 2014* - < 75 kg (~ 165.3 lbs) *10 May 2014* - < 73.2 kg (~ 161.33 lbs) = 45 kg (99.13 lbs) loss  *17 May 2014* - < 72.8 kg (~ 160.51 lbs) = 100 lbs loss *07 June 2014* - < 72.2 kg (~ 159.13 lbs) = BMI < 25 = healthy BMI range *07 June 2014* - < 72.0 kg (~ 158.68 lbs ) *07 June 2014* - < 70 kg (~ 154.28 lbs) *13 Dec 2014* --------------------------------- - < 68.0 kg (~ 149.87 lbs) = ***********  Ultimate GOAL =  reached 24 Jan 2015  ************ YAYAYAYAY!!!!!!!!!!!! LOL -------------- - Re-losing weight to get back to goal < 72 kg (158.68 lbs) < 71 kg (156.5 lbs) < 70 kg (154.3 lbs) < 69 kg (152.1 lbs) < 68 kg (148.9 lbs)","Since I reached my goal ... even though I regained some (see above) I want to be as healthy and happy as I can be, I want to keep my newly found confidence which I'd lost a long time ago before I found MFP (suffering from long term depression/anxiety disorder with multiple social phobias being part of it) .... and I am now able to shop for pretty clothes in the 'normal size' section","- My wonderful friends on MFP :); - determined never to become obese again!!!; - I'm feeling healthier, happier and fabulous for the first; time in many years and I have no intention to lose that again!",126
2437,Dulcefresh,31.0,Female,"Fresno, CA",Fresno,CA,Fit for Fertility,"Hello, My name is Kandi. Im 30 years old and overweight... I have pcos which makes it harder to lose weight and have kids.... I would love to lose weight so my body will conceive without having to do treatment. Last year I got pregnant(2014) and sadly it ended in a miscarriage. I know being overweight ups my chances of having another miscarriage. I dont want to go thru another. I need to lose this weight.",TO BE HEALTHY,Having a family; Living longer; Bigger clothes mean more material and more money; TO SEE MY SISTER IN A DRESS,125
4131,Jmoss4852,24.0,Female,"Sharon, SC",Sharon,SC,Fight for it!,I have a big heart. :),"To have energy, to feel better and to think about myself in nothing but a positive light! Oh, and those skinny jeans. ;)",Healthy.; Confident.; Sexy.; Fit.,125
6204,MississippiMama87,28.0,Female,"Jackson, MS",Jackson,MS,Tired of being tired!,"Hey y'all! I'm Lyndy.  No note with your FR, no accepting. Don't be weird. No note is like walking up to a stranger and rubbing her pregnant belly. No note=no belly rub. No, I'm not pregnant.   I'm a mother of a 5-year old girl and 1 year old boy.  My body bounced back 3 months after having my daughter; however, I am still struggling to ""bounce"" back from my son who was born in August of 2013.   My biggest issue is exercise.  I know I'd see immediate results if I would just start moving because, being a relatively thin person, my diet is somewhat in check.  My fiance works 8a-8p 5-6 days a week, so the responsibility of the housework and cooking and cleaning are left solely up to me.  I need the motivation to make the most of my hectic schedule and get moving again.    9/24/14 Ten pounds down in about 3 months! I'm currently following a Hal Higdon training program to ease myself back into running. I'd like to start with a couple 5k's and then begin training for a half.   I also started doing some progressive strength training. One thing I've noticed in the past 2 weeks since beginning is that my appetite has increased drastically! That being said, I upped my calories to 1850 and don't plan on eating back exercise calories.","My fiance has a bomb body and I'm starting to feel a little insecure about my own body.  I also have a closet full of pre-baby clothes that I'm tired of just staring at!  Also, I'm hoping getting in better shape will boost my somewhat lacking energy levels so I can keep up with my super busy, stressful life.",My eyeballs-sore from looking at my flabby self in the mirror.; My thighs-irritated from rubbing together and being stuffed into tight jeans.; My super good looking inner self screaming at me to lose the extra poundage.,124
8311,skankamaggot,29.0,Female,"Lewisville, TX",Lewisville,TX,Be stronger than your strongest excuse,"Friend requests without a message will be declined  Hi, I'm Ashley! I'm 28 living in the Dallas, TX area but from Boston originally.  I work long days at a desk job and I'm trying to be more active and eat better.",I want to live a healthier life.,Being able to wear sleeveless tops; Be able to wear belts without digging into my muffin top; Not being the fattest person in the room,124
7153,PaulaPalooza,27.0,Female,"Kansas City, KS",Kansas City,KS,,"***Gentlemen of MFP, the creepers of your lot have given you a bad name. :-) I'm happy to be friends with non-creeper men, but please include a message with your friend request.***  I love pizza. I could eat a whole pizza in one sitting.  I also love beer, wine and a refreshing mixed drink. In addition to loving the food and beverages, I also love to be silly, and to be outdoors.  I love movies, writing, reading, decorating, and thrift stores.    I think balance (mentally, spiritually, physically) is so important and I never feel better than when I am actively working to create balance in my life.   Starting Weight: 135 Goal Weight 1: 117 (met Jan. 27) Current Weight: 116.2 Goal Weight 2: 114","It makes me feel more confident and in charge of my life.  Also, I feel about 10 times better (physically and emotionally) when I'm eating well and being active.  I also want to look slammin'.",Awesome clothes; Feeling great; Sassy bikinis; Being super strong and healthy,123
2061,DAM5412,41.0,Female,"East Weymouth, MA",East Weymouth,MA,"It doesn't get easier, but we do get better!!","I'm a working mom of 3 who wants to be around a long time for my kids and other family. I have never been concerned about my weight, although I was never skinny. I have always accepted myself as is. However, the past few years, the pounds and inches have crept on and I don't have the energy I once did. Add to that a very sedentary job, and I wasn't feeling good about myself. So I decided I would try something new.    10/14 Update: I am 2.5 lbs away from the goal weight I set for myself several years ago when I first joined MFP (in 2012 I believe) and it's surreal that I am so close.","For better overall health and strength. To delay the family curse of diabetes and insulin dependency. To be a role model to my kids, so that they can see that they have control over their health and fitness.",My mom and children,123
