userid,foodid
95, 3087 2350 2359 2910 5373 4512 3384 464 1966 2315 4190 4794 3463 2035 4021 3518 5004 1162 1244 138
8292, 42 102 110 230 224 133 83 167 173 577 104 322 395 137 168 261 309 369 194 213
104, 25 117 224 133 83 167 173 212 322 435 168 530 369 114 213 105 839 396 284 232
8298, 19 61 67 192 83 4 167 212 1 104 2 322 395 166 369 194 114 105 396 73
108, 102 67 117 192 69 178 1 577 104 322 395 168 194 114 213 272 232 442 22 244
109, 42 178 294 577 194 137 114 369 396 272 284 839 22 73 459 506 529 528 68 437
113, 25 102 61 230 117 192 47 69 4 167 294 212 1 577 104 2 395 137 435 530
8307, 25 102 47 4 178 212 1 577 104 2 322 137 435 261 194 114 213 125 73 272
116, 173 294 322 435 530 1 166 114 309 404 194 382 22 73 437 185 402 53 97 124
8309, 107 67 117 224 47 133 4 178 294 1 577 104 168 166 261 309 213 105 839 73
8311, 230 67 117 224 133 4 173 294 104 322 137 435 530 166 105 125 396 73 272 284
8318, 41 102 61 230 67 224 192 133 83 69 167 173 294 212 1 577 104 322 395 137
136, 41 61 67 192 167 173 294 530 577 137 1 2 261 166 395 168 114 105 309 839
138, 25 80 110 224 117 47 133 83 167 173 435 577 2 137 322 309 369 166 261 114
143, 18 34 25 42 19 61 110 67 117 224 192 133 83 69 173 294 212 1 2 395
144, 102 67 69 178 212 167 4 173 166 309 105 125 261 114 104 168 396 442 73 402
145, 67 224 69 167 178 294 212 1 2 261 309 194 114 213 105 839 125 396 272 129
146, 80 110 47 1 83 104 137 322 395 369 261 105 125 396 839 284 232 404 529 244
8342, 102 67 69 173 2 322 530 166 261 309 114 839 125 73 284 22 244 529 185 437
151, 19 41 81 61 110 230 67 117 224 192 47 133 4 178 294 212 1 577 104 2
8344, 67 133 4 167 83 322 530 577 137 1 213 261 395 114 284 369 309 194 129 73
8345, 107 25 80 67 192 4 178 69 117 47 133 167 1 294 435 577 194 395 2 104
157, 192 167 178 104 2 168 309 213 105 839 396 73 232 22 404 382 529 5 185 53
159, 34 81 117 69 173 294 577 2 137 435 530 261 213 125 73 272 284 129 442 22
8353, 18 25 42 61 117 192 83 212 322 395 137 435 530 166 309 194 213 839 396 73
8354, 83 577 104 309 213 73 272 284 129 442 22 244 529 5 38 53 97 397 86 459
8356, 19 110 230 67 117 133 4 173 577 395 530 166 309 194 114 105 73 272 129 232
8357, 41 133 173 104 322 530 137 213 166 395 284 369 404 129 529 506 232 272 807 5
168, 81 224 83 4 212 577 322 530 166 261 309 369 194 213 839 125 396 284 129 232
173, 42 19 110 47 309 137 114 807 396 604 442 22 73 53 382 402 68 86 244 636
174, 102 110 67 224 167 1 104 2 137 435 168 530 166 309 369 194 114 396 284 232
175, 41 110 224 192 47 133 83 69 4 178 173 294 212 104 322 395 168 261 309 194
8371, 230 117 167 104 137 530 213 105 839 73 272 129 232 442 22 244 382 529 185 506
180, 80 83 178 47 167 4 294 577 435 194 105 125 261 213 114 369 396 272 604 22
181, 102 192 178 173 1 168 261 309 369 194 105 73 129 244 382 529 506 38 53 437
8377, 102 67 224 192 47 167 1 577 322 137 435 530 261 309 194 213 105 396 272 284
8378, 178 294 104 530 261 309 232 442 404 382 529 5 807 437 402 397 162 124 696 604
190, 107 19 67 117 224 133 83 69 212 577 104 2 137 530 369 194 114 839 125 129
191, 107 81 192 67 224 1 530 133 4 435 294 577 2 125 114 395 194 168 166 137
8384, 294 212 577 104 2 322 435 530 309 369 839 272 442 22 404 382 5 38 53 807
194, 133 309 213 137 114 322 807 38 168 396 272 839 22 73 459 232 53 402 5 436
552, 25 107 102 133 167 173 294 104 322 137 168 530 261 309 369 114 396 284 129 22
200, 81 47 83 173 1 577 2 395 137 261 272 284 232 22 382 529 185 506 53 437
8394, 19 230 224 47 4 178 137 435 839 73 244 185 53 437 397 162 86 76 225 118
204, 81 61 230 117 224 192 47 133 69 4 178 212 1 104 322 137 435 530 309 369
8397, 42 19 102 81 61 224 47 83 4 167 1 577 104 322 137 168 530 261 309 194
8398, 42 41 81 117 133 4 167 294 212 1 137 435 168 530 261 369 194 105 839 73
8399, 25 19 230 117 69 4 173 294 2 322 530 166 114 839 396 73 272 284 22 404
210, 41 110 117 192 133 83 173 577 395 137 168 166 309 114 105 129 442 404 529 185
211, 41 80 61 110 67 224 192 47 83 69 4 167 178 173 212 1 577 2 395 435
8404, 19 117 69 173 294 1 577 309 168 166 137 369 114 125 396 129 272 284 442 5
215, 42 19 81 230 67 224 69 167 178 322 435 168 530 369 194 213 105 839 125 73
8408, 61 117 224 69 4 167 294 137 435 168 530 166 309 369 194 105 839 396 129 232
8410, 25 81 47 230 117 67 105 213 133 4 104 69 178 173 137 294 129 530 2 369
219, 4 173 137 168 261 125 73 272 284 232 442 244 404 529 185 437 162 763 124 459
8413, 139 110 230 117 192 133 83 4 167 2 322 168 530 261 369 194 114 213 73 129
8416, 19 67 117 192 83 69 4 167 212 1 577 2 322 395 435 168 530 261 194 114
226, 192 102 69 577 294 117 4 178 167 2 530 105 322 369 442 396 839 232 402 68
228, 25 102 117 133 69 435 530 137 1 261 395 168 369 404 839 194 382 73 529 437
8421, 192 19 224 970 178 382 61 261 167 232 110 41 67 69 137 97 185 395 771 435
230, 80 224 192 47 178 294 104 2 395 530 309 194 839 125 396 272 284 442 404 5
233, 34 42 19 41 230 67 224 192 47 133 4 167 178 1 104 322 395 435 168 530
8430, 309 38 168 369 604 232 436 529 185 86 636 757 384 419 162 48 259 88 696 124
8434, 61 110 67 224 192 4 173 294 212 1 2 168 261 369 194 396 73 284 129 232
246, 34 139 80 110 67 69 83 224 133 117 167 577 435 1 166 194 309 105 125 261
8440, 19 110 47 41 42 61 133 178 4 69 67 117 192 104 213 83 435 839 105 185
8441, 4 212 137 166 168 114 369 309 22 73 529 437 396 185 506 232 5 162 402 669
8442, 19 224 192 69 167 178 1 577 2 395 137 435 261 194 114 213 105 839 73 284
8446, 110 230 117 133 69 167 530 166 114 213 839 73 284 129 232 22 244 404 529 5
8447, 107 102 80 61 110 178 47 212 294 577 435 1 166 194 395 125 261 530 807 38
258, 41 102 110 67 192 294 212 1 577 104 322 395 137 435 530 166 309 369 114 105
262, 18 102 81 110 230 117 224 192 47 133 83 69 4 167 173 294 212 577 104 2
263, 41 192 47 167 104 322 168 166 309 194 213 839 272 284 22 382 529 185 38 53
8457, 42 47 69 4 1 435 166 309 194 213 839 125 129 232 442 22 404 382 529 5
8458, 230 47 104 309 369 194 213 839 272 284 129 232 442 382 5 763 124 604 48 636
268, 61 230 224 192 47 83 4 212 1 577 104 2 137 435 168 530 166 309 194 114
8462, 41 102 4 2 137 530 194 114 125 396 22 404 382 506 53 437 402 397 162 763
8463, 435 309 839 284 404 529 185 506 53 397 763 419 757 669 171 32 312 161 62 490
272, 25 110 230 47 133 167 173 294 212 104 322 137 435 530 114 213 105 839 125 73
8466, 107 81 110 224 47 133 83 178 104 2 168 166 261 369 213 105 839 125 396 284
275, 67 192 133 69 294 2 322 395 435 530 309 369 194 114 284 129 382 5 38 53
278, 107 41 80 61 110 117 192 47 133 69 4 173 294 104 2 322 395 137 261 369
8473, 41 110 230 167 294 577 104 395 435 530 309 322 369 114 213 839 129 272 232 5
282, 139 42 41 110 230 67 192 133 83 4 178 173 294 212 577 2 322 395 137 168
8478, 25 230 67 167 178 294 435 168 530 166 194 839 73 272 284 129 244 404 382 529
292, 25 102 42 81 61 230 19 212 2 67 117 47 173 224 4 5 261 1 178 435
8485, 192 382 168 104 2 212 105 309 839 232 173 194 757 384 763 125 369 213 225 129
8491, 230 192 47 167 104 2 137 435 530 261 309 213 105 839 396 73 284 129 232 442
303, 230 117 192 133 47 167 173 212 294 2 435 322 137 261 369 194 213 105 396 73
307, 25 67 133 224 69 178 212 294 1 577 104 395 530 322 166 137 369 213 105 839
8501, 34 102 61 110 83 69 167 173 1 104 322 395 435 168 530 166 261 369 114 105
310, 117 192 47 133 4 167 178 173 294 577 104 322 168 530 369 213 105 839 396 272
8503, 139 25 102 81 110 230 67 117 47 133 69 178 294 212 1 577 322 395 435 530
312, 139 42 61 192 230 67 69 224 178 133 212 117 4 294 577 435 194 395 309 125
8508, 19 61 47 4 212 1 137 168 309 213 105 839 73 129 232 244 382 5 53 807
8509, 80 1 577 104 530 309 114 396 73 284 232 382 529 97 86 225 48 757 528 32
318, 25 107 42 81 47 83 178 173 104 2 322 137 435 168 213 105 839 284 232 22
322, 19 61 192 67 224 178 212 4 577 435 1 166 194 395 309 105 125 261 213 322
324, 69 1 137 168 530 166 194 125 396 284 442 22 404 529 5 38 53 402 397 86
8517, 230 67 192 83 167 435 309 322 166 137 261 369 213 105 839 125 396 73 129 272
8520, 47 4 167 104 369 73 129 442 22 529 5 506 53 807 437 402 763 124 696 48
8521, 34 42 61 117 67 224 192 178 133 173 69 104 212 322 435 530 137 1 2 213
331, 81 67 117 192 4 104 322 435 168 530 213 105 839 125 396 73 272 284 232 22
8524, 25 81 230 47 4 167 173 104 2 322 435 530 261 73 129 232 404 382 529 5
333, 212 192 69 67 173 395 577 294 125 530 272 194 137 73 38 839 807 48 397 244
334, 574 1536 302 1524 82 3670 331 340 282 2491 210 162 446 281 3174 567 541 2900 510 539
335, 80 110 67 192 83 4 167 173 1 104 395 137 168 261 309 369 194 213 839 272
8528, 107 41 230 67 117 192 69 577 2 322 395 168 261 309 369 396 73 272 129 232
338, 19 110 192 133 69 178 173 577 104 2 395 309 369 194 114 213 839 73 272 284
341, 80 83 212 395 137 530 166 114 213 396 73 272 232 442 22 244 529 38 97 402
342, 83 69 2 322 168 261 369 396 129 272 232 404 529 244 38 185 437 53 397 402
8537, 102 230 117 178 104 577 2 395 168 369 261 105 396 213 272 404 97 244 38 397
346, 102 167 577 104 322 395 530 261 114 213 105 839 125 73 272 232 442 404 382 5
350, 1574 5450 2500 331 4506 5201 3949 574 5459 1536 340 510 254 3316 1530 3468 2934 3747 3464 552
351, 81 110 117 133 4 167 173 1 2 395 168 166 369 194 213 105 839 396 272 284
353, 18 34 25 110 230 117 192 133 4 104 2 322 395 137 168 530 166 261 309 114
354, 167 1 577 104 322 137 261 309 369 839 396 73 232 22 244 382 506 53 807 437
357, 224 192 212 577 104 2 168 213 129 442 404 38 97 402 162 763 124 459 48 757
8550, 107 42 110 67 117 224 47 4 167 178 173 294 577 104 395 530 166 839 125 396
359, 102 110 133 224 83 167 178 173 168 369 213 114 839 125 129 73 396 232 284 22
361, 139 25 42 19 61 67 224 47 69 4 173 294 1 104 322 395 137 435 168 530
364, 80 81 133 104 369 114 213 839 396 73 442 244 382 185 506 437 97 162 86 124
365, 61 83 224 294 173 105 125 261 114 38 168 369 272 284 129 442 232 53 382 404
8559, 110 67 117 167 212 577 104 2 322 395 168 261 309 369 213 105 839 125 73 272
8560, 61 192 224 4 173 212 294 2 577 104 435 309 322 137 261 369 194 73 129 284
8561, 102 230 117 67 192 133 178 294 104 435 166 137 839 232 5 22 404 506 529 244
370, 19 117 69 173 212 1 577 322 168 166 261 309 369 839 125 73 272 129 232 442
8564, 102 230 47 133 4 178 294 1 2 322 395 137 435 168 309 369 114 213 105 839
8568, 117 83 224 213 294 577 2 322 261 395 530 435 168 125 396 73 22 604 272 437
8572, 4 114 129 404 382 529 53 807 97 162 86 225 419 118 528 791 312 68 62 1734
8577, 34 81 61 110 192 47 133 173 104 2 322 395 137 530 166 369 114 213 125 396
8578, 18 34 19 80 81 110 67 117 192 133 83 69 4 167 294 212 1 577 2 395
389, 41 80 110 230 224 83 4 178 1 104 322 137 435 168 166 261 369 839 396 22
390, 81 110 192 69 1 2 395 137 435 530 309 125 284 129 244 404 382 5 506 38
8585, 41 102 110 69 224 47 1 173 166 137 114 322 104 38 168 369 396 272 839 129
395, 110 67 117 224 69 178 1 577 2 395 435 530 166 309 369 194 125 396 73 272
397, 1262 3886 1578 425 276 69 2 1364 669 396 213 1386 80 294 41 171 1924 166 2402 175
398, 81 61 192 133 83 69 173 294 212 1 577 104 2 322 395 435 168 530 261 194
399, 19 80 192 47 69 178 173 212 577 395 137 435 166 309 369 194 114 213 105 396
8595, 107 41 80 110 230 67 83 69 4 167 294 212 1 577 104 322 395 168 530 261
405, 42 81 67 192 47 83 4 167 178 173 294 212 577 104 2 395 137 168 530 166
406, 107 42 61 80 110 47 117 67 224 192 4 83 167 178 294 212 2 577 530 322
408, 67 69 4 167 173 1 530 166 114 73 284 129 232 442 382 53 437 97 402 162
8601, 3674 541 567 331 536 3936 4654 539 2509 5509 2900 500 1528 3295 304 315 82 3751 2539 1579
411, 42 19 102 61 67 117 224 192 4 178 173 294 577 137 435 530 166 261 309 369
413, 67 224 133 294 104 2 137 530 194 213 105 839 125 396 73 284 129 232 442 22
8606, 107 61 102 80 110 230 47 117 67 224 69 4 133 167 178 294 212 1 435 577
417, 61 67 224 47 4 577 2 395 137 168 261 309 369 194 114 105 839 73 272 232
8610, 41 80 192 194 230 117 178 133 83 114 167 261 104 86 396 137 265 807 168 232
419, 41 61 83 69 4 212 1 577 104 2 322 137 168 530 166 309 194 114 396 73
8615, 102 61 117 47 133 83 167 1 104 322 395 137 166 369 73 284 129 232 22 244
424, 110 230 192 133 224 83 69 4 178 2 577 104 395 309 322 166 137 261 194 213
8617, 139 81 110 117 167 294 2 322 168 213 105 839 125 396 73 232 22 244 404 382
8621, 107 80 224 192 69 4 178 1 104 395 137 435 530 166 194 213 105 272 129 22
430, 41 67 69 83 178 212 117 294 577 166 194 395 309 105 125 213 137 114 104 807
432, 102 133 4 395 435 168 166 309 369 129 232 442 22 244 404 382 529 5 185 38
8625, 67 224 192 47 2 322 435 530 261 309 194 839 125 396 272 129 22 244 404 382
8626, 107 19 67 224 69 4 178 1 322 435 168 530 166 114 213 105 73 22 244 382
8627, 224 133 261 369 213 129 244 382 5 506 53 97 397 162 124 696 76 604 48 419
8629, 107 67 192 133 69 4 178 212 1 577 395 168 530 166 309 369 194 114 839 125
440, 230 69 212 2 435 166 114 213 105 125 396 284 129 22 244 382 529 5 185 38
8634, 2 133 83 42 604 2910 117 213 224 294 369 167 173 425 67 309 577 53 212 97
446, 192 83 133 435 395 137 104 369 839 442 22 459 53 5 436 97 185 68 86 437
451, 110 67 117 178 577 2 395 137 435 369 194 114 272 284 232 382 529 38 53 807
8645, 42 110 67 69 178 212 117 4 577 1 173 194 395 125 213 114 104 807 38 168
459, 107 42 41 81 230 67 224 69 4 173 294 1 577 137 435 530 166 194 114 839
8653, 81 102 67 69 1 83 294 173 104 2 137 322 194 168 369 166 261 125 73 213
462, 42 41 19 4 47 67 178 224 173 167 69 435 192 294 212 369 117 2 322 166
8656, 81 67 117 224 47 133 4 178 1 2 322 395 137 168 166 261 369 194 114 213
473, 139 133 212 1 435 168 530 261 114 839 22 244 529 5 53 437 402 162 86 459
475, 67 69 167 166 194 114 104 168 369 396 459 53 404 506 528 68 86 757 265 384
476, 80 67 224 192 69 167 178 294 577 2 395 168 166 309 369 194 114 213 73 284
479, 19 61 212 577 104 322 137 168 194 213 105 839 125 73 284 22 529 5 38 807
8675, 133 322 261 22 244 529 506 402 397 162 696 118 65 882 384 32 6 312 161 68
485, 243 5088 325 4697 2565 3094 1401 2536 2487 365 220 558 3396 3700 1073 311 374 216 4846 2076
8679, 25 102 81 230 47 69 167 178 577 104 322 435 168 530 166 114 213 105 839 125
494, 18 34 42 110 117 47 133 167 1 577 322 395 435 530 261 213 839 73 272 129
8687, 67 69 173 1 577 137 435 530 166 369 194 105 125 73 272 284 442 382 5 185
496, 41 117 167 178 212 1 322 168 166 213 105 839 125 396 73 129 22 244 382 5
500, 192 83 104 322 137 166 369 194 213 839 284 232 442 38 97 397 162 763 86 124
502, 42 19 81 110 230 67 192 133 178 173 294 212 577 395 137 435 530 166 261 309
8696, 34 81 61 230 67 192 47 133 4 167 294 1 104 137 435 168 530 309 213 105
8697, 294 212 577 104 395 168 309 194 114 125 73 272 232 442 404 506 402 162 225 636
507, 224 133 83 167 173 294 212 1 577 104 322 395 137 168 166 369 194 213 105 272
8700, 34 117 192 83 173 212 2 168 194 213 839 125 272 129 232 442 244 529 5 185
8701, 139 80 110 117 133 83 69 167 2 322 395 137 168 261 114 213 105 839 125 284
510, 41 67 224 167 173 1 577 322 137 435 168 530 369 194 125 396 73 129 232 22
511, 42 19 41 102 230 83 69 178 1 104 2 137 530 309 369 105 125 396 272 284
512, 34 102 230 41 47 4 178 224 435 1 284 83 133 167 437 212 322 369 2 168
8706, 80 81 67 117 224 192 133 83 69 167 173 294 212 1 577 104 2 395 137 435
8708, 110 67 192 4 1 173 167 83 133 166 395 194 261 137 104 73 396 114 272 97
8712, 41 81 61 110 230 224 192 167 178 173 294 212 1 577 104 2 322 395 137 435
522, 80 117 167 83 69 178 173 168 322 294 261 2 369 1 309 529 232 284 5 807
523, 102 81 192 133 69 104 2 322 137 168 261 309 114 213 105 125 396 73 129 232
8717, 609 110 41 47 61 42 4 102 213 192 167 763 104 369 261 52 137 382 1304 529
527, 42 81 67 224 192 47 69 173 212 577 322 369 213 105 839 125 396 73 272 284
529, 107 42 19 80 81 230 67 117 192 47 83 69 4 167 1 2 137 435 530 369
530, 102 83 42 110 604 886 192 2910 137 1 213 69 294 435 167 425 67 309 577 322
8723, 102 224 47 83 69 167 178 294 1 577 104 435 168 166 309 194 114 105 125 396
532, 81 110 117 224 178 294 104 2 435 168 530 369 114 105 284 129 232 442 22 244
8726, 19 25 107 73 139 294 4 396 418 178 80 118 530 1315 284 414 86 96 261 133
535, 107 42 110 192 47 133 83 4 173 212 577 104 395 137 435 261 369 114 105 839
536, 2 117 67 133 83 105 168 65 166 76 529 396 577 38 882 125 1 977 309 48
543, 107 42 19 117 67 47 224 167 4 173 294 1 104 322 530 137 435 369 105 839
544, 110 47 133 83 4 167 173 294 577 104 137 168 530 166 369 213 105 839 396 272
8737, 34 110 117 224 192 133 69 173 104 395 137 168 166 309 194 114 839 125 396 73
546, 61 117 167 1 322 435 168 530 261 194 839 125 396 73 272 129 442 404 529 5
8740, 25 110 230 47 167 212 104 322 435 309 369 213 105 396 73 129 442 404 382 529
549, 133 4 173 137 435 261 369 194 839 284 232 22 5 38 402 397 763 124 76 604
550, 510 541 567 1561 302 1536 3936 3670 4654 1530 1524 5509 2503 282 500 1528 3295 315 82 3751
8744, 19 117 4 167 83 173 294 212 213 261 166 395 114 369 404 194 244 396 506 232
8746, 107 67 224 192 47 133 294 1 577 104 168 309 369 194 114 105 839 125 272 129
8747, 25 41 102 47 133 117 294 435 166 194 395 105 125 261 213 137 322 807 38 168
8752, 19 80 117 133 83 167 4 173 212 1 577 395 435 322 137 261 369 213 105 839
8753, 34 25 80 61 117 192 47 83 4 178 173 294 212 1 577 104 2 395 137 261
562, 107 19 4 2 395 137 530 261 309 114 125 73 284 129 442 5 506 38 807 437
8755, 41 81 230 67 224 192 47 83 69 4 167 178 173 212 577 104 2 395 530 166
8756, 81 61 110 117 83 69 4 173 294 212 1 577 322 395 435 530 261 114 125 396
8758, 42 224 167 178 294 577 104 530 194 839 125 396 272 284 129 232 22 244 529 506
569, 41 61 230 224 47 133 69 167 173 294 1 2 137 435 530 166 261 369 114 105
8287, 1598 1963 425 80 1162 435 69 168 763 530 0 322 382 185 232 173 1 65 309 261
574, 25 19 81 192 83 69 173 294 577 2 395 168 530 166 309 369 194 114 105 125
8768, 230 224 133 69 178 294 212 104 137 435 168 114 213 105 839 284 129 442 244 529
8772, 167 1 104 322 395 530 166 114 73 272 232 22 404 5 185 53 807 97 402 397
8778, 41 110 67 224 192 47 133 69 167 322 395 137 168 369 194 213 105 839 396 73
8780, 18 34 80 61 110 230 67 117 47 133 167 1 577 104 322 435 168 530 166 261
8782, 80 102 81 230 117 224 4 178 2 261 213 105 839 396 244 404 382 529 5 185
592, 80 110 117 192 47 69 167 173 212 1 577 104 322 395 435 166 369 213 105 839
8786, 67 4 110 230 178 530 2 69 396 577 294 38 73 224 22 1032 3 52 86 261
595, 34 107 80 47 133 83 69 167 178 294 212 104 2 395 137 168 530 261 369 114
596, 61 47 83 69 4 294 212 104 322 395 137 168 166 261 309 369 73 272 284 232
8790, 102 167 294 1 577 104 2 395 137 435 166 261 194 213 839 272 284 442 404 529
599, 80 110 117 192 133 69 294 1 104 322 395 168 530 166 309 369 114 213 105 839
602, 139 41 80 192 133 83 167 178 173 577 2 395 166 261 309 369 114 213 125 272
8795, 110 230 69 294 166 73 83 137 125 2 395 272 261 382 118 384 284 86 38 442
9658, 42 19 41 80 61 117 192 69 4 167 178 294 212 1 2 322 435 168 530 166
606, 107 80 102 81 230 192 47 83 167 294 1 104 2 322 137 435 530 166 309 213
8800, 25 80 110 230 67 133 83 167 4 173 212 2 577 104 395 322 166 137 261 369
610, 117 192 173 104 137 168 530 309 369 114 839 396 73 272 284 232 22 244 529 185
613, 81 192 47 69 167 1 104 2 322 137 530 166 213 105 839 396 73 442 22 404
614, 107 42 230 67 117 224 47 173 212 577 322 395 137 168 530 261 309 369 114 213
8809, 125 384 435 645 194 225 105 2 443 167 638 451 368 200 76 22 68 395 88 137
8810, 41 67 117 192 69 178 294 212 577 2 395 137 168 530 261 369 125 272 284 129
619, 41 102 61 110 67 117 192 47 133 83 4 178 294 212 1 577 104 2 322 395
621, 80 102 67 47 4 133 69 322 2 137 261 194 839 114 213 73 284 404 382 272
8815, 61 67 192 133 4 178 173 294 212 1 577 104 435 166 261 194 114 105 839 396
8818, 139 117 192 47 4 137 435 168 309 369 194 114 213 105 839 396 129 232 22 244
8820, 107 19 81 41 61 192 230 83 167 294 1 395 105 261 137 114 322 104 807 168
8821, 83 212 104 137 168 261 309 839 284 129 232 442 244 529 5 185 506 53 402 397
8822, 230 224 4 173 104 168 309 369 839 73 232 244 529 185 38 53 437 402 397 162
632, 107 80 47 69 167 173 294 322 435 168 530 261 309 369 125 73 272 284 129 232
633, 5395 587 1536 4882 3948 3931 992 1522 3670 3754 1004 502 3456 1574 5201 2536 1573 5424 558 3735
636, 80 81 117 133 167 178 173 104 137 168 309 369 114 105 839 125 73 129 232 442
8829, 41 61 67 192 133 69 294 212 1 2 435 530 194 213 125 396 73 272 284 129
638, 4730 4739 3542 420 382 1560 83 61 451 5158 2842 224 4609 118 396 464 80 284 1155 3035
640, 102 61 67 133 224 83 1 104 168 137 435 309 166 369 194 114 839 125 396 232
642, 139 25 107 80 117 133 47 83 167 173 212 2 577 395 309 322 168 137 261 369
645, 2 604 61 230 178 83 213 435 577 105 212 166 396 1162 294 839 173 76 137 802
648, 67 117 224 192 2 395 137 168 166 309 194 114 213 839 396 73 272 284 442 404
649, 34 25 107 42 80 81 230 67 224 192 47 133 69 4 178 212 577 104 2 322
650, 2905 2910 3997 2908 4568 222 4689 3132 2373 3686 3707 4485 3703 2664 4685 3704 3728 3909 2798 365
8845, 80 4 294 577 435 166 194 395 309 125 213 114 104 807 38 369 396 129 604 442
8846, 977 1248 4130 102 976 3007 4375 3012 41 1273 2993 81 1288 166 276 1748 1930 69 414 61
9667, 34 117 192 83 167 212 1 104 2 322 168 261 194 114 105 839 396 129 232 442
8854, 67 133 167 173 577 104 2 395 435 261 105 396 284 129 232 442 22 244 382 529
664, 107 67 117 178 294 212 1 2 322 435 530 166 261 194 114 125 396 129 232 404
665, 5490 4126 4159 4971 406 654 5445 3231 2860 892 1474 663 5355 1996 2826 294 259 2048 1 230
668, 107 117 224 47 69 1 577 137 530 309 194 105 839 396 73 284 232 442 244 404
670, 47 173 168 309 369 125 244 185 38 53 97 397 763 124 459 76 225 604 48 171
